o.year,o.category,o.sport,o.country,o.event,o.gender,o.medal
1964,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
1964,Luge,Luge,AUT,doubles,X,Gold
1964,Luge,Luge,AUT,doubles,X,Silver
1964,Luge,Luge,AUT,singles,W,Bronze
1964,Skating,Figure skating,AUT,individual,W,Silver
1964,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1964,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1964,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1964,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1964,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1964,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
1964,Skiing,Alpine Skiing,AUT,slalom,M,Gold
1964,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold
1964,Skating,Figure skating,CAN,individual,W,Bronze
1964,Skating,Figure skating,CAN,pairs,X,Bronze
1964,Luge,Luge,EUA,singles,M,Bronze
1964,Luge,Luge,EUA,singles,M,Gold
1964,Luge,Luge,EUA,singles,M,Silver
1964,Luge,Luge,EUA,singles,W,Gold
1964,Luge,Luge,EUA,singles,W,Silver
1964,Skating,Figure skating,EUA,individual,M,Gold
1964,Skating,Figure skating,EUA,pairs,X,Silver
1964,Skiing,Alpine Skiing,EUA,downhill,M,Bronze
1964,Skiing,Nordic Combined,EUA,individual,M,Bronze
1964,Skating,Speed skating,FIN,1000m,W,Bronze
1964,Skating,Speed skating,FIN,1500m,W,Silver
1964,Skiing,Cross Country S,FIN,15km,M,Gold
1964,Skiing,Cross Country S,FIN,30km mass start,M,Gold
1964,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
1964,Skiing,Cross Country S,FIN,4x10km relay,M,Silver
1964,Skiing,Cross Country S,FIN,50km,M,Bronze
1964,Skiing,Cross Country S,FIN,5km,W,Silver
1964,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver
1964,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
1964,Skating,Figure skating,FRA,individual,M,Silver
1964,Skiing,Alpine Skiing,FRA,downhill,M,Silver
1964,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
1964,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold
1964,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
1964,Skiing,Alpine Skiing,FRA,slalom,W,Gold
1964,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1964,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold
1964,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze
1964,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
1964,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver
1964,Luge,Luge,ITA,doubles,X,Bronze
1964,Skating,Figure skating,NED,individual,W,Gold
1964,Skating,Speed skating,NED,1500m,M,Silver
1964,Biathlon,Biathlon,NOR,20km,M,Bronze
1964,Skating,Speed skating,NOR,10000m,M,Bronze
1964,Skating,Speed skating,NOR,10000m,M,Silver
1964,Skating,Speed skating,NOR,1500m,M,Bronze
1964,Skating,Speed skating,NOR,5000m,M,Bronze
1964,Skating,Speed skating,NOR,5000m,M,Gold
1964,Skating,Speed skating,NOR,5000m,M,Silver
1964,Skating,Speed skating,NOR,500m,M,Silver
1964,Skiing,Cross Country S,NOR,15km,M,Silver
1964,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1964,Skiing,Nordic Combined,NOR,individual,M,Gold
1964,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
1964,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold
1964,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze
1964,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
1964,Skating,Speed skating,PRK,3000m,W,Silver
1964,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver
1964,Skating,Speed skating,SWE,10000m,M,Gold
1964,Skiing,Cross Country S,SWE,15km,M,Bronze
1964,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
1964,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
1964,Skiing,Cross Country S,SWE,50km,M,Gold
1964,Skiing,Cross Country S,SWE,50km,M,Silver
1964,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1964,Biathlon,Biathlon,URS,20km,M,Gold
1964,Biathlon,Biathlon,URS,20km,M,Silver
1964,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1964,Skating,Figure skating,URS,pairs,X,Gold
1964,Skating,Speed skating,URS,1000m,W,Gold
1964,Skating,Speed skating,URS,1000m,W,Silver
1964,Skating,Speed skating,URS,1500m,M,Gold
1964,Skating,Speed skating,URS,1500m,W,Bronze
1964,Skating,Speed skating,URS,1500m,W,Gold
1964,Skating,Speed skating,URS,3000m,W,Gold
1964,Skating,Speed skating,URS,3000m,W,Silver
1964,Skating,Speed skating,URS,500m,M,Silver
1964,Skating,Speed skating,URS,500m,M,Silver
1964,Skating,Speed skating,URS,500m,W,Bronze
1964,Skating,Speed skating,URS,500m,W,Gold
1964,Skating,Speed skating,URS,500m,W,Silver
1964,Skiing,Cross Country S,URS,10km,W,Bronze
1964,Skiing,Cross Country S,URS,10km,W,Gold
1964,Skiing,Cross Country S,URS,10km,W,Silver
1964,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1964,Skiing,Cross Country S,URS,3x5km relay,W,Gold
1964,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1964,Skiing,Cross Country S,URS,5km,W,Bronze
1964,Skiing,Cross Country S,URS,5km,W,Gold
1964,Skiing,Nordic Combined,URS,individual,M,Silver
1964,Skating,Figure skating,USA,individual,M,Bronze
1964,Skating,Speed skating,USA,500m,M,Gold
1964,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
1964,Skiing,Alpine Skiing,USA,slalom,M,Bronze
1964,Skiing,Alpine Skiing,USA,slalom,M,Silver
1964,Skiing,Alpine Skiing,USA,slalom,W,Bronze
1968,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
1968,Luge,Luge,AUT,doubles,X,Silver
1968,Luge,Luge,AUT,singles,M,Gold
1968,Skating,Figure skating,AUT,individual,M,Gold
1968,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1968,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1968,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1968,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
1968,Skiing,Alpine Skiing,AUT,slalom,M,Silver
1968,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1968,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
1968,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze
1968,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
1968,Skiing,Alpine Skiing,CAN,slalom,W,Silver
1968,Skating,Speed skating,FIN,1500m,W,Gold
1968,Skating,Speed skating,FIN,3000m,W,Silver
1968,Skiing,Cross Country S,FIN,15km,M,Silver
1968,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
1968,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1968,Skating,Figure skating,FRA,individual,M,Bronze
1968,Skiing,Alpine Skiing,FRA,downhill,M,Gold
1968,Skiing,Alpine Skiing,FRA,downhill,M,Silver
1968,Skiing,Alpine Skiing,FRA,downhill,W,Silver
1968,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
1968,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
1968,Skiing,Alpine Skiing,FRA,slalom,M,Gold
1968,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
1968,Skiing,Alpine Skiing,FRA,slalom,W,Gold
1968,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1968,Luge,Luge,FRG,doubles,X,Bronze
1968,Luge,Luge,FRG,singles,W,Bronze
1968,Luge,Luge,FRG,singles,W,Silver
1968,Skating,Figure skating,FRG,pairs,X,Bronze
1968,Skating,Speed skating,FRG,500m,M,Gold
1968,Skiing,Nordic Combined,FRG,individual,M,Gold
1968,Luge,Luge,GDR,doubles,X,Gold
1968,Luge,Luge,GDR,singles,M,Bronze
1968,Luge,Luge,GDR,singles,M,Silver
1968,Skating,Figure skating,GDR,individual,W,Silver
1968,Skiing,Nordic Combined,GDR,individual,M,Bronze
1968,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
1968,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
1968,Luge,Luge,ITA,singles,W,Gold
1968,Skiing,Cross Country S,ITA,30km mass start,M,Gold
1968,Skating,Speed skating,NED,1000m,W,Gold
1968,Skating,Speed skating,NED,1500m,M,Gold
1968,Skating,Speed skating,NED,1500m,M,Silver
1968,Skating,Speed skating,NED,1500m,W,Bronze
1968,Skating,Speed skating,NED,1500m,W,Silver
1968,Skating,Speed skating,NED,3000m,W,Bronze
1968,Skating,Speed skating,NED,3000m,W,Gold
1968,Skating,Speed skating,NED,5000m,M,Bronze
1968,Skating,Speed skating,NED,5000m,M,Silver
1968,Biathlon,Biathlon,NOR,20km,M,Gold
1968,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
1968,Skating,Speed skating,NOR,10000m,M,Silver
1968,Skating,Speed skating,NOR,1500m,M,Silver
1968,Skating,Speed skating,NOR,5000m,M,Gold
1968,Skating,Speed skating,NOR,500m,M,Silver
1968,Skiing,Cross Country S,NOR,10km,W,Bronze
1968,Skiing,Cross Country S,NOR,10km,W,Silver
1968,Skiing,Cross Country S,NOR,15km,M,Gold
1968,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1968,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
1968,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
1968,Skiing,Cross Country S,NOR,50km,M,Gold
1968,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
1968,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
1968,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
1968,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
1968,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1968,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
1968,Skiing,Cross Country S,SUI,50km,M,Bronze
1968,Skiing,Nordic Combined,SUI,individual,M,Silver
1968,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
1968,Skating,Speed skating,SWE,10000m,M,Bronze
1968,Skating,Speed skating,SWE,10000m,M,Gold
1968,Skiing,Cross Country S,SWE,10km,W,Gold
1968,Skiing,Cross Country S,SWE,15km,M,Bronze
1968,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
1968,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
1968,Skiing,Cross Country S,SWE,5km,W,Gold
1968,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1968,Skating,Figure skating,TCH,individual,W,Bronze
1968,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
1968,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
1968,Biathlon,Biathlon,URS,20km,M,Bronze
1968,Biathlon,Biathlon,URS,20km,M,Silver
1968,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1968,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1968,Skating,Figure skating,URS,pairs,X,Gold
1968,Skating,Figure skating,URS,pairs,X,Silver
1968,Skating,Speed skating,URS,1000m,W,Silver
1968,Skating,Speed skating,URS,500m,W,Gold
1968,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
1968,Skiing,Cross Country S,URS,50km,M,Silver
1968,Skiing,Cross Country S,URS,5km,W,Bronze
1968,Skiing,Cross Country S,URS,5km,W,Silver
1968,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
1968,Skating,Figure skating,USA,individual,M,Silver
1968,Skating,Figure skating,USA,individual,W,Gold
1968,Skating,Speed skating,USA,1000m,W,Bronze
1968,Skating,Speed skating,USA,500m,M,Silver
1968,Skating,Speed skating,USA,500m,W,Silver
1968,Skating,Speed skating,USA,500m,W,Silver
1968,Skating,Speed skating,USA,500m,W,Silver
1972,Skating,Figure skating,AUT,individual,W,Gold
1972,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1972,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1972,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
1972,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
1972,Skating,Figure skating,CAN,individual,W,Silver
1972,Skiing,Alpine Skiing,ESP,slalom,M,Gold
1972,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
1972,Skiing,Cross Country S,FIN,10km,W,Bronze
1972,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
1972,Skiing,Cross Country S,FIN,5km,W,Silver
1972,Skiing,Nordic Combined,FIN,individual,M,Silver
1972,Skating,Figure skating,FRA,individual,M,Bronze
1972,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
1972,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1972,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
1972,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
1972,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1972,Skating,Speed skating,FRG,1000m,W,Gold
1972,Skating,Speed skating,FRG,500m,M,Gold
1972,Biathlon,Biathlon,GDR,20km,M,Silver
1972,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
1972,Luge,Luge,GDR,doubles,X,Bronze
1972,Luge,Luge,GDR,doubles,X,Gold
1972,Luge,Luge,GDR,singles,M,Bronze
1972,Luge,Luge,GDR,singles,M,Gold
1972,Luge,Luge,GDR,singles,M,Silver
1972,Luge,Luge,GDR,singles,W,Bronze
1972,Luge,Luge,GDR,singles,W,Gold
1972,Luge,Luge,GDR,singles,W,Silver
1972,Skating,Figure skating,GDR,pairs,X,Bronze
1972,Skiing,Nordic Combined,GDR,individual,M,Bronze
1972,Skiing,Nordic Combined,GDR,individual,M,Gold
1972,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
1972,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver
1972,Luge,Luge,ITA,doubles,X,Gold
1972,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
1972,Skiing,Alpine Skiing,ITA,slalom,M,Bronze
1972,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1972,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Bronze
1972,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Gold
1972,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
1972,Skating,Speed skating,NED,10000m,M,Gold
1972,Skating,Speed skating,NED,10000m,M,Silver
1972,Skating,Speed skating,NED,1000m,W,Silver
1972,Skating,Speed skating,NED,1500m,M,Gold
1972,Skating,Speed skating,NED,1500m,W,Bronze
1972,Skating,Speed skating,NED,1500m,W,Silver
1972,Skating,Speed skating,NED,3000m,W,Bronze
1972,Skating,Speed skating,NED,3000m,W,Gold
1972,Skating,Speed skating,NED,5000m,M,Gold
1972,Biathlon,Biathlon,NOR,20km,M,Gold
1972,Skating,Speed skating,NOR,10000m,M,Bronze
1972,Skating,Speed skating,NOR,1500m,M,Silver
1972,Skating,Speed skating,NOR,5000m,M,Bronze
1972,Skating,Speed skating,NOR,5000m,M,Silver
1972,Skiing,Cross Country S,NOR,15km,M,Bronze
1972,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
1972,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1972,Skiing,Cross Country S,NOR,3x5km relay,W,Bronze
1972,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1972,Skiing,Cross Country S,NOR,50km,M,Gold
1972,Skiing,Cross Country S,NOR,50km,M,Silver
1972,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold
1972,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
1972,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1972,Skiing,Alpine Skiing,SUI,downhill,M,Gold
1972,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1972,Skiing,Alpine Skiing,SUI,downhill,W,Gold
1972,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze
1972,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1972,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
1972,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze
1972,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver
1972,Biathlon,Biathlon,SWE,20km,M,Bronze
1972,Skating,Speed skating,SWE,1500m,M,Bronze
1972,Skating,Speed skating,SWE,500m,M,Silver
1972,Skiing,Cross Country S,SWE,15km,M,Gold
1972,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1972,Skating,Figure skating,TCH,individual,M,Gold
1972,Skiing,Cross Country S,TCH,5km,W,Bronze
1972,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1972,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1972,Skating,Figure skating,URS,individual,M,Silver
1972,Skating,Figure skating,URS,pairs,X,Gold
1972,Skating,Figure skating,URS,pairs,X,Silver
1972,Skating,Speed skating,URS,500m,M,Bronze
1972,Skating,Speed skating,URS,500m,W,Bronze
1972,Skating,Speed skating,URS,500m,W,Silver
1972,Skiing,Cross Country S,URS,10km,W,Gold
1972,Skiing,Cross Country S,URS,10km,W,Silver
1972,Skiing,Cross Country S,URS,15km,M,Silver
1972,Skiing,Cross Country S,URS,30km mass start,M,Gold
1972,Skiing,Cross Country S,URS,3x5km relay,W,Gold
1972,Skiing,Cross Country S,URS,4x10km relay,M,Gold
1972,Skiing,Cross Country S,URS,50km,M,Bronze
1972,Skiing,Cross Country S,URS,5km,W,Gold
1972,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
1972,Skating,Figure skating,USA,individual,W,Bronze
1972,Skating,Speed skating,USA,1000m,W,Bronze
1972,Skating,Speed skating,USA,1500m,W,Gold
1972,Skating,Speed skating,USA,3000m,W,Silver
1972,Skating,Speed skating,USA,500m,W,Gold
1972,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1972,Skiing,Alpine Skiing,USA,slalom,W,Gold
1976,Luge,Luge,AUT,doubles,X,Bronze
1976,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1976,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1976,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
1976,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1976,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1976,Skating,Figure skating,CAN,individual,M,Bronze
1976,Skating,Speed skating,CAN,500m,W,Silver
1976,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
1976,Biathlon,Biathlon,FIN,20km,M,Silver
1976,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
1976,Skiing,Cross Country S,FIN,10km,W,Silver
1976,Skiing,Cross Country S,FIN,15km,M,Bronze
1976,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
1976,Skiing,Cross Country S,FIN,4x5km relay,W,Silver
1976,Skiing,Cross Country S,FIN,5km,W,Gold
1976,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1976,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
1976,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1976,Ice Hockey,Ice Hockey,FRG,ice hockey,M,Bronze
1976,Luge,Luge,FRG,doubles,X,Silver
1976,Luge,Luge,FRG,singles,M,Silver
1976,Luge,Luge,FRG,singles,W,Bronze
1976,Skiing,Alpine Skiing,FRG,downhill,W,Gold
1976,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1976,Skiing,Alpine Skiing,FRG,slalom,W,Gold
1976,Skiing,Nordic Combined,FRG,individual,M,Silver
1976,Skating,Figure skating,GBR,individual,M,Gold
1976,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
1976,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1976,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold
1976,Luge,Luge,GDR,doubles,X,Gold
1976,Luge,Luge,GDR,singles,M,Bronze
1976,Luge,Luge,GDR,singles,M,Gold
1976,Luge,Luge,GDR,singles,W,Gold
1976,Luge,Luge,GDR,singles,W,Silver
1976,Skating,Figure skating,GDR,individual,W,Bronze
1976,Skating,Figure skating,GDR,pairs,X,Bronze
1976,Skating,Figure skating,GDR,pairs,X,Silver
1976,Skating,Speed skating,GDR,3000m,W,Silver
1976,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze
1976,Skiing,Cross Country S,GDR,50km,M,Silver
1976,Skiing,Nordic Combined,GDR,individual,M,Bronze
1976,Skiing,Nordic Combined,GDR,individual,M,Gold
1976,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
1976,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold
1976,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
1976,Skiing,Alpine Skiing,ITA,downhill,M,Bronze
1976,Skiing,Alpine Skiing,ITA,slalom,M,Gold
1976,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1976,Skiing,Alpine Skiing,ITA,slalom,W,Silver
1976,Skiing,Alpine Skiing,LIE,slalom,M,Bronze
1976,Skiing,Alpine Skiing,LIE,slalom,W,Bronze
1976,Skating,Figure skating,NED,individual,W,Silver
1976,Skating,Speed skating,NED,10000m,M,Bronze
1976,Skating,Speed skating,NED,10000m,M,Gold
1976,Skating,Speed skating,NED,1500m,M,Bronze
1976,Skating,Speed skating,NED,5000m,M,Bronze
1976,Skating,Speed skating,NED,5000m,M,Silver
1976,Skating,Speed skating,NOR,10000m,M,Silver
1976,Skating,Speed skating,NOR,1000m,M,Silver
1976,Skating,Speed skating,NOR,1500m,M,Gold
1976,Skating,Speed skating,NOR,3000m,W,Bronze
1976,Skating,Speed skating,NOR,5000m,M,Gold
1976,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1976,Skiing,Cross Country S,NOR,50km,M,Gold
1976,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
1976,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1976,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1976,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
1976,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1976,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze
1976,Skiing,Cross Country S,SWE,50km,M,Bronze
1976,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1976,Biathlon,Biathlon,URS,20km,M,Bronze
1976,Biathlon,Biathlon,URS,20km,M,Gold
1976,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1976,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1976,Skating,Figure skating,URS,ice dancing,X,Gold
1976,Skating,Figure skating,URS,ice dancing,X,Silver
1976,Skating,Figure skating,URS,individual,M,Silver
1976,Skating,Figure skating,URS,pairs,X,Gold
1976,Skating,Speed skating,URS,1000m,M,Bronze
1976,Skating,Speed skating,URS,1000m,W,Gold
1976,Skating,Speed skating,URS,1500m,M,Silver
1976,Skating,Speed skating,URS,1500m,W,Bronze
1976,Skating,Speed skating,URS,1500m,W,Gold
1976,Skating,Speed skating,URS,3000m,W,Gold
1976,Skating,Speed skating,URS,500m,M,Gold
1976,Skating,Speed skating,URS,500m,M,Silver
1976,Skating,Speed skating,URS,500m,W,Bronze
1976,Skiing,Cross Country S,URS,10km,W,Bronze
1976,Skiing,Cross Country S,URS,10km,W,Gold
1976,Skiing,Cross Country S,URS,15km,M,Gold
1976,Skiing,Cross Country S,URS,15km,M,Silver
1976,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1976,Skiing,Cross Country S,URS,30km mass start,M,Gold
1976,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1976,Skiing,Cross Country S,URS,4x5km relay,W,Gold
1976,Skiing,Cross Country S,URS,5km,W,Bronze
1976,Skiing,Cross Country S,URS,5km,W,Silver
1976,Skating,Figure skating,USA,ice dancing,X,Bronze
1976,Skating,Figure skating,USA,individual,W,Gold
1976,Skating,Speed skating,USA,1000m,M,Gold
1976,Skating,Speed skating,USA,1000m,W,Bronze
1976,Skating,Speed skating,USA,1000m,W,Silver
1976,Skating,Speed skating,USA,1500m,W,Silver
1976,Skating,Speed skating,USA,500m,M,Bronze
1976,Skating,Speed skating,USA,500m,W,Gold
1976,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1976,Skiing,Cross Country S,USA,30km mass start,M,Silver
1980,Luge,Luge,AUT,doubles,X,Bronze
1980,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1980,Skiing,Alpine Skiing,AUT,downhill,M,Silver
1980,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1980,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1980,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1980,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold
1980,Skiing,Cross Country S,BUL,30km mass start,M,Bronze
1980,Skating,Speed skating,CAN,1000m,M,Silver
1980,Skiing,Alpine Skiing,CAN,downhill,M,Bronze
1980,Skiing,Cross Country S,FIN,10km,W,Bronze
1980,Skiing,Cross Country S,FIN,10km,W,Silver
1980,Skiing,Cross Country S,FIN,15km,M,Silver
1980,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1980,Skiing,Cross Country S,FIN,50km,M,Silver
1980,Skiing,Cross Country S,FIN,5km,W,Silver
1980,Skiing,Nordic Combined,FIN,individual,M,Silver
1980,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze
1980,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
1980,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1980,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze
1980,Luge,Luge,FRG,singles,M,Bronze
1980,Skating,Figure skating,FRG,individual,W,Bronze
1980,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1980,Skiing,Alpine Skiing,FRG,slalom,W,Silver
1980,Skating,Figure skating,GBR,individual,M,Gold
1980,Biathlon,Biathlon,GDR,10km,M,Gold
1980,Biathlon,Biathlon,GDR,20km,M,Bronze
1980,Biathlon,Biathlon,GDR,20km,M,Silver
1980,Biathlon,Biathlon,GDR,4x7.5km relay,M,Silver
1980,Bobsleigh,Bobsleigh,GDR,four-man,M,Bronze
1980,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1980,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze
1980,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver
1980,Luge,Luge,GDR,doubles,X,Gold
1980,Luge,Luge,GDR,singles,M,Gold
1980,Luge,Luge,GDR,singles,W,Silver
1980,Skating,Figure skating,GDR,individual,M,Silver
1980,Skating,Figure skating,GDR,individual,W,Gold
1980,Skating,Figure skating,GDR,pairs,X,Bronze
1980,Skating,Speed skating,GDR,1000m,W,Bronze
1980,Skating,Speed skating,GDR,1500m,W,Bronze
1980,Skating,Speed skating,GDR,3000m,W,Silver
1980,Skating,Speed skating,GDR,500m,W,Gold
1980,Skiing,Cross Country S,GDR,10km,W,Gold
1980,Skiing,Cross Country S,GDR,4x5km relay,W,Gold
1980,Skiing,Nordic Combined,GDR,individual,M,Bronze
1980,Skiing,Nordic Combined,GDR,individual,M,Gold
1980,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
1980,Skating,Figure skating,HUN,ice dancing,X,Silver
1980,Luge,Luge,ITA,doubles,X,Silver
1980,Luge,Luge,ITA,singles,M,Silver
